ID1,AB_Flow_PCE,BA_Flow_PCE,Tot_Flow_PCE,AB_Time,BA_Time,Max_Time,AB_VOC,BA_VOC,Max_VOC,AB_VKmT,BA_VKmT,Tot_VKmT,AB_VHT,BA_VHT,Tot_VHT,AB_Speed,BA_Speed,AB_VDF,BA_VDF,Max_VDF,AB_Flow_OD_Number,BA_Flow_OD_Number,AB_Flow,BA_Flow,Tot_Flow
120,0.0,0.0,0.0,1.29503,1.29503,1.29503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,1.29503,1.29503,1.29503,0.0,0.0,0.0,0.0,0.0
122,40.8,0.0,40.8,0.381439,0.380493,0.381439,0.0291429,0.0,0.0291429,10.3494,0.0,10.3494,0.259379,0.0,0.259379,39.9007,40.0,0.381439,0.380493,0.381439,40.8,0.0,40.8,0.0,40.8
124,53.4,920.016,973.416,0.0850777,0.107339,0.107339,0.0381429,0.657154,0.657154,3.01753,51.9883,55.0058,0.0757192,1.6459,1.72162,39.8516,31.5866,0.0850777,0.107339,0.107339,53.4,920.016,53.4,920.016,973.416
126,1481.616,0.0,1481.616,2.00119,0.0,2.00119,1.0583,0.0,1.0583,1279.9309,0.0,1279.9309,49.4167,0.0,49.4167,25.9008,0.0,2.00119,0.0,2.00119,1481.616,0.0,1481.616,0.0,1481.616
127,525.6145,171.5632,697.1777,0.121136,0.110971,0.121136,0.375439,0.122545,0.375439,38.0687,12.4258,50.4945,1.06119,0.317308,1.37849,35.8737,39.16,0.121136,0.110971,0.121136,525.6145,171.5632,525.6145,171.5632,697.1777
129,2.4,617.4,619.8,0.0903092,0.103529,0.103529,0.00171429,0.441,0.441,0.14449,37.1699,37.3144,0.00361237,1.06532,1.06893,39.9986,34.8909,0.0903092,0.103529,0.103529,2.4,617.4,2.4,617.4,619.8
131,3.6,0.0,3.6,0.0408156,0.0,0.0408156,0.000545455,0.0,0.000545455,0.220403,0.0,0.220403,0.00244894,0.0,0.00244894,89.9994,0.0,0.0408156,0.0,0.0408156,3.6,0.0,3.6,0.0,3.6
132,673.7787,175.6233,849.402,0.125809,0.110206,0.125809,0.481271,0.125445,0.481271,48.4272,12.6227,61.0499,1.41279,0.322579,1.73537,34.2778,39.1307,0.125809,0.110206,0.125809,673.7787,175.6233,673.7787,175.6233,849.402
134,79.6233,673.7787,753.402,0.110596,0.128189,0.128189,0.0568738,0.481271,0.481271,5.83113,49.3435,55.1746,0.146767,1.43952,1.58629,39.7306,34.2778,0.110596,0.128189,0.128189,79.6233,673.7787,79.6233,673.7787,753.402
136,936.919,0.0,936.919,0.0478113,0.0,0.0478113,0.141957,0.0,0.141957,65.4429,0.0,65.4429,0.746589,0.0,0.746589,87.6558,0.0,0.0478113,0.0,0.0478113,936.919,0.0,936.919,0.0,936.919
137,0.0,0.0145406,0.0145406,0.119467,0.119467,0.119467,0.0,1.03861e-05,1.03861e-05,0.0,0.00115809,0.00115809,0.0,2.89521e-05,2.89521e-05,40.0,40.0,0.119467,0.119467,0.119467,0.0,0.0145406,0.0,0.0145406,0.0145406
139,113.6831,936.919,1050.6021,0.456608,0.574946,0.574946,0.0812022,0.669228,0.669228,34.21,281.9414,316.1514,0.865144,8.97797,9.84311,39.5425,31.4037,0.456608,0.574946,0.574946,113.6831,936.919,113.6831,936.919,1050.6021
141,936.919,0.0,936.919,0.042323,0.0,0.042323,0.141957,0.0,0.141957,57.9306,0.0,57.9306,0.660887,0.0,0.660887,87.6558,0.0,0.042323,0.0,0.042323,936.919,0.0,936.919,0.0,936.919
142,24.6,65.8427,90.4427,0.0810628,0.0813814,0.0813814,0.0175714,0.0470305,0.0470305,1.32788,3.55412,4.882,0.0332357,0.0893062,0.122542,39.9535,39.797,0.0810628,0.0813814,0.0813814,24.6,65.8427,24.6,65.8427,90.4427
144,65.8427,24.6,90.4427,0.257645,0.256637,0.257645,0.0470305,0.0175714,0.0470305,11.252,4.20394,15.4559,0.282734,0.105221,0.387955,39.7971,39.9535,0.257645,0.256637,0.257645,65.8427,24.6,65.8427,24.6,90.4427
146,0.0,0.0,0.0,0.013512,0.013512,0.013512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.013512,0.013512,0.013512,0.0,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.267868,0.267868,0.267868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.267868,0.267868,0.267868,0.0,0.0,0.0,0.0,0.0
150,602.9927,539.4,1142.3927,0.104456,0.102465,0.104456,0.430709,0.385286,0.430709,36.791,32.911,69.702,1.04977,0.921158,1.97093,35.0467,35.7278,0.104456,0.102465,0.104456,602.9927,539.4,602.9927,539.4,1142.3927
152,0.0,0.0,0.0,0.060264,0.060264,0.060264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.060264,0.060264,0.060264,0.0,0.0,0.0,0.0,0.0
