ID1,AB_Flow_PCE,BA_Flow_PCE,Tot_Flow_PCE,AB_Time,BA_Time,Max_Time,AB_VOC,BA_VOC,Max_VOC,AB_VKmT,BA_VKmT,Tot_VKmT,AB_VHT,BA_VHT,Tot_VHT,AB_Speed,BA_Speed,AB_VDF,BA_VDF,Max_VDF,AB_Flow_OD_Number,BA_Flow_OD_Number,AB_Flow,BA_Flow,Tot_Flow
52,0.0,0.0,0.0,0.294208,0.294208,0.294208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.294208,0.294208,0.294208,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.199236,0.199236,0.199236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.199236,0.199236,0.199236,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0179467,0.02692,0.02692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,60.0,0.0179467,0.02692,0.02692,0.0,0.0,0.0,0.0,0.0
58,48.0923,36.6,84.6923,0.226797,0.226555,0.226797,0.0343516,0.0261429,0.0343516,7.24838,5.51628,12.7647,0.181786,0.138198,0.319985,39.8731,39.9156,0.226797,0.226555,0.226797,48.0923,36.6,48.0923,36.6,84.6923
60,565.2,0.0,565.2,0.284712,0.0,0.284712,0.0856364,0.0,0.0856364,238.3918,0.0,238.3918,2.68199,0.0,2.68199,88.8862,0.0,0.284712,0.0,0.284712,565.2,0.0,565.2,0.0,565.2
61,36.6,48.0923,84.6923,0.228858,0.229102,0.229102,0.0261429,0.0343516,0.0343516,5.57235,7.32205,12.8944,0.139603,0.183634,0.323237,39.9156,39.8731,0.228858,0.229102,0.229102,36.6,48.0923,36.6,48.0923,84.6923
63,334.4351,0.0,334.4351,0.181456,0.0,0.181456,0.050672,0.0,0.050672,90.5115,0.0,90.5115,1.01142,0.0,1.01142,89.4896,0.0,0.181456,0.0,0.181456,334.4351,0.0,334.4351,0.0,334.4351
64,5843.2273,0.0,5843.2273,1.37975,0.0,1.37975,0.885337,0.0,0.885337,8537.3582,0.0,8537.3582,134.3702,0.0,134.3702,63.5361,0.0,1.37975,0.0,1.37975,5843.2273,0.0,5843.2273,0.0,5843.2273
65,0.0,0.0,0.0,0.378632,0.0,0.378632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.378632,0.0,0.378632,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.242112,0.0,0.242112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.242112,0.0,0.242112,0.0,0.0,0.0,0.0,0.0
