ID1,AB_Flow_PCE,BA_Flow_PCE,Tot_Flow_PCE,AB_Time,BA_Time,Max_Time,AB_VOC,BA_VOC,Max_VOC,AB_VKmT,BA_VKmT,Tot_VKmT,AB_VHT,BA_VHT,Tot_VHT,AB_Speed,BA_Speed,AB_VDF,BA_VDF,Max_VDF,AB_Flow_OD_Number,BA_Flow_OD_Number,AB_Flow,BA_Flow,Tot_Flow
139,742.601,629.822,1372.423,0.0502309,0.0496007,0.0502309,0.206278,0.174951,0.206278,34.6921,29.4234,64.1155,0.621692,0.52066,1.14235,55.8027,56.5118,0.0502309,0.0496007,0.0502309,742.601,629.822,742.601,629.822,1372.423
141,592.8,270.2075,863.0075,0.0378527,0.0365984,0.0378527,0.164667,0.0750576,0.164667,21.2211,9.67289,30.8939,0.373985,0.164819,0.538804,56.7431,58.6878,0.0378527,0.0365984,0.0378527,592.8,270.2075,592.8,270.2075,863.0075
143,846.4393,488.2121,1334.6514,0.579301,0.510003,0.579301,0.705366,0.406843,0.705366,184.4916,106.4117,290.9033,8.17238,4.14983,12.3222,22.575,25.6425,0.579301,0.510003,0.579301,846.4393,488.2121,846.4393,488.2121,1334.6514
145,25.8814,59.2107,85.0921,0.190589,0.192203,0.192203,0.0215678,0.0493422,0.0493422,2.45407,5.61436,8.06843,0.082212,0.189675,0.271887,29.8506,29.5999,0.190589,0.192203,0.192203,25.8814,59.2107,25.8814,59.2107,85.0921
147,33.4107,25.8814,59.2921,0.151924,0.151653,0.151924,0.0278422,0.0215678,0.0278422,2.5208,1.95273,4.47353,0.0845982,0.0654167,0.150015,29.7973,29.8506,0.151924,0.151653,0.151924,33.4107,25.8814,33.4107,25.8814,59.2921
149,2819.9655,7163.9625,9983.928,0.0330946,0.051626,0.051626,0.783324,1.98999,1.98999,67.9724,172.6801,240.6526,1.55543,6.16411,7.71954,43.7002,28.0138,0.0330946,0.051626,0.051626,2819.9655,7163.9625,2819.9655,7163.9625,9983.928
151,7163.9625,2819.9655,9983.928,0.0918105,0.0588547,0.0918105,1.98999,0.783324,1.98999,307.0904,120.8806,427.971,10.9621,2.76614,13.7283,28.0138,43.7002,0.0918105,0.0588547,0.0918105,7163.9625,2819.9655,7163.9625,2819.9655,9983.928
153,2175.6565,0.0,2175.6565,0.344942,0.0,0.344942,0.362609,0.0,0.362609,980.5771,0.0,980.5771,12.5079,0.0,12.5079,78.3964,0.0,0.344942,0.0,0.344942,2175.6565,0.0,2175.6565,0.0,2175.6565
154,2819.9655,7163.9625,9983.928,0.0729814,0.113848,0.113848,0.783324,1.98999,1.98999,149.8953,380.8004,530.6957,3.43008,13.5933,17.0234,43.7002,28.0138,0.0729814,0.113848,0.113848,2819.9655,7163.9625,2819.9655,7163.9625,9983.928
156,1386.2803,0.0,1386.2803,0.187465,0.0,0.187465,0.231047,0.0,0.231047,358.8899,0.0,358.8899,4.33133,0.0,4.33133,82.8591,0.0,0.187465,0.0,0.187465,1386.2803,0.0,1386.2803,0.0,1386.2803
157,212.9631,0.0,212.9631,0.0937363,0.0,0.0937363,0.177469,0.0,0.177469,9.39146,0.0,9.39146,0.332706,0.0,0.332706,28.2275,0.0,0.0937363,0.0,0.0937363,212.9631,0.0,212.9631,0.0,212.9631
158,1030.364,0.0,1030.364,0.143518,0.0,0.143518,0.858637,0.0,0.858637,52.2003,0.0,52.2003,2.4646,0.0,2.4646,21.18,0.0,0.143518,0.0,0.143518,1030.364,0.0,1030.364,0.0,1030.364
159,1836.4095,24.0,1860.4095,0.872954,0.478386,0.872954,1.53034,0.02,1.53034,437.2564,5.7145,442.9709,26.7184,0.191354,26.9097,16.3654,29.8634,0.872954,0.478386,0.872954,1836.4095,24.0,1836.4095,24.0,1860.4095
161,203.2064,0.0,203.2064,0.0595232,0.0,0.0595232,0.169339,0.0,0.169339,5.70888,0.0,5.70888,0.201592,0.0,0.201592,28.319,0.0,0.0595232,0.0,0.0595232,203.2064,0.0,203.2064,0.0,203.2064
162,124.2,203.2064,327.4064,0.146193,0.149942,0.149942,0.1035,0.169339,0.169339,8.78963,14.3809,23.1705,0.302621,0.507818,0.810438,29.0451,28.319,0.146193,0.149942,0.149942,124.2,203.2064,124.2,203.2064,327.4064
164,3.0,307.2074,310.2074,0.173307,0.190128,0.190128,0.0025,0.256006,0.256006,0.259863,26.6106,26.8705,0.00866537,0.973478,0.982144,29.9887,27.3356,0.173307,0.190128,0.190128,3.0,307.2074,3.0,307.2074,310.2074
166,7.2,1.8,9.0,0.124232,0.124123,0.124232,0.006,0.0015,0.006,0.446753,0.111688,0.558441,0.0149078,0.0037237,0.0186315,29.9677,29.9939,0.124232,0.124123,0.124232,7.2,1.8,7.2,1.8,9.0
168,303.0074,4.2,307.2074,0.0739495,0.0675181,0.0739495,0.252506,0.0035,0.252506,10.2235,0.141708,10.3652,0.373454,0.00472627,0.37818,27.3754,29.9831,0.0739495,0.0675181,0.0739495,303.0074,4.2,303.0074,4.2,307.2074
170,7.2,1.8,9.0,0.193126,0.192957,0.193126,0.006,0.0015,0.006,0.694505,0.173626,0.868131,0.0231751,0.00578872,0.0289638,29.9677,29.9939,0.193126,0.192957,0.193126,7.2,1.8,7.2,1.8,9.0
172,24.0,0.0,24.0,0.271711,0.0,0.271711,0.02,0.0,0.02,3.24569,0.0,3.24569,0.108684,0.0,0.108684,29.8634,0.0,0.271711,0.0,0.271711,24.0,0.0,24.0,0.0,24.0
173,7.2,1.8,9.0,0.319656,0.319377,0.319656,0.006,0.0015,0.006,1.14952,0.287381,1.4369,0.0383588,0.00958132,0.0479401,29.9677,29.9939,0.319656,0.319377,0.319656,7.2,1.8,7.2,1.8,9.0
175,7.2,1.8,9.0,0.286601,0.28635,0.286601,0.006,0.0015,0.006,1.03065,0.257663,1.28831,0.0343921,0.00859051,0.0429826,29.9677,29.9939,0.286601,0.28635,0.286601,7.2,1.8,7.2,1.8,9.0
177,0.0,0.0,0.0,0.213762,0.213762,0.213762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.213762,0.213762,0.213762,0.0,0.0,0.0,0.0,0.0
179,38.9743,248.2113,287.1856,0.121627,0.129744,0.129744,0.0324785,0.206843,0.206843,2.35093,14.9721,17.323,0.0790055,0.536732,0.615737,29.7565,27.8949,0.121627,0.129744,0.129744,38.9743,248.2113,38.9743,248.2113,287.1856
181,7.2,143.7462,150.9462,0.144155,0.149642,0.149642,0.006,0.119789,0.119789,0.5184,10.3497,10.8681,0.0172986,0.358508,0.375806,29.9677,28.8689,0.144155,0.149642,0.149642,7.2,143.7462,7.2,143.7462,150.9462
183,390.1575,38.9743,429.1318,0.139405,0.124394,0.139405,0.325131,0.0324785,0.325131,24.0696,2.4044,26.474,0.906501,0.0808025,0.987303,26.5522,29.7565,0.139405,0.124394,0.139405,390.1575,38.9743,390.1575,38.9743,429.1318
185,7.2,143.7462,150.9462,0.143477,0.148937,0.148937,0.006,0.119789,0.119789,0.515959,10.301,10.817,0.0172172,0.35682,0.374037,29.9677,28.8689,0.143477,0.148937,0.148937,7.2,143.7462,7.2,143.7462,150.9462
187,7.2,143.7462,150.9462,0.152891,0.15871,0.15871,0.006,0.119789,0.119789,0.549814,10.9769,11.5267,0.0183469,0.380232,0.398579,29.9677,28.8689,0.152891,0.15871,0.15871,7.2,143.7462,7.2,143.7462,150.9462
189,7.2,143.7462,150.9462,0.153041,0.158866,0.158866,0.006,0.119789,0.119789,0.550354,10.9877,11.538,0.0183649,0.380606,0.398971,29.9677,28.8689,0.153041,0.158866,0.158866,7.2,143.7462,7.2,143.7462,150.9462
191,7.2,143.7462,150.9462,0.119917,0.124481,0.124481,0.006,0.119789,0.119789,0.431237,8.60954,9.04077,0.0143901,0.298229,0.312619,29.9677,28.8689,0.119917,0.124481,0.124481,7.2,143.7462,7.2,143.7462,150.9462
193,7.2,143.7462,150.9462,0.111618,0.115867,0.115867,0.006,0.119789,0.119789,0.401393,8.01371,8.4151,0.0133942,0.27759,0.290984,29.9677,28.8689,0.111618,0.115867,0.115867,7.2,143.7462,7.2,143.7462,150.9462
195,7.2,143.7462,150.9462,0.113036,0.117338,0.117338,0.006,0.119789,0.119789,0.40649,8.11548,8.52197,0.0135643,0.281115,0.294679,29.9677,28.8689,0.113036,0.117338,0.117338,7.2,143.7462,7.2,143.7462,150.9462
