ID1,AB_Flow,BA_Flow,Tot_Flow,AB_Time,BA_Time,Max_Time,AB_VOC,BA_VOC,Max_VOC,AB_VKmT,BA_VKmT,Tot_VKmT,AB_VHT,BA_VHT,Tot_VHT,AB_Speed,BA_Speed,AB_VDF,BA_VDF,Max_VDF
159,1.2,3.0,4.2,0.13247,0.132479,0.132479,0.00133333,0.00333333,0.00333333,0.0927264,0.231816,0.324542,0.00264939,0.00662395,0.00927334,34.9991,34.9966,0.13247,0.132479,0.132479
161,1.2,3.0,4.2,0.211611,0.211627,0.211627,0.00133333,0.00333333,0.00333333,0.148124,0.370311,0.518435,0.00423223,0.0105813,0.0148136,34.9991,34.9966,0.211611,0.211627,0.211627
163,152.4,142.2,294.6,0.225677,0.225551,0.225677,0.0508,0.0474,0.0508,28.4979,26.5905,55.0884,0.573221,0.534555,1.10778,49.7154,49.7433,0.225677,0.225551,0.225677
165,0.0,288.6,288.6,0.224774,0.245182,0.245182,0.0,0.320667,0.320667,0.0,37.8407,37.8407,0.0,1.17932,1.17932,35.0,32.0868,0.224774,0.245182,0.245182
167,658.8,223.8,882.6,0.255764,0.245727,0.255764,0.2196,0.0746,0.2196,133.5434,45.3658,178.9092,2.80829,0.91656,3.72485,47.5532,49.4957,0.255764,0.245727,0.255764
169,0.0,0.0,0.0,0.092916,0.092916,0.092916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.092916,0.092916,0.092916
171,288.6,0.0,288.6,0.188444,0.172759,0.188444,0.320667,0.0,0.320667,29.084,0.0,29.084,0.906416,0.0,0.906416,32.0868,35.0,0.188444,0.172759,0.188444
173,0.0,0.0,0.0,0.135216,0.0,0.135216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.135216,0.0,0.135216
174,0.0,0.0,0.0,0.078852,0.078852,0.078852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.078852,0.078852,0.078852
176,0.0,0.0,0.0,0.147639,0.147639,0.147639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.147639,0.147639,0.147639
178,0.0,0.0,0.0,0.29455,0.0,0.29455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.29455,0.0,0.29455
179,0.0,0.0,0.0,0.172718,0.172718,0.172718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.172718,0.172718,0.172718
181,2.4,0.0,2.4,0.286854,0.0,0.286854,0.00266667,0.0,0.00266667,0.401568,0.0,0.401568,0.0114742,0.0,0.0114742,34.9976,0.0,0.286854,0.0,0.286854
182,113.1949,0.0,113.1949,0.352354,0.0,0.352354,0.125772,0.0,0.125772,22.7585,0.0,22.7585,0.664745,0.0,0.664745,34.2365,0.0,0.352354,0.0,0.352354
183,0.0,0.0,0.0,0.28578,0.0,0.28578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.28578,0.0,0.28578
184,323.7949,0.0,323.7949,0.204607,0.0,0.204607,0.359772,0.0,0.359772,34.8824,0.0,34.8824,1.10418,0.0,1.10418,31.5914,0.0,0.204607,0.0,0.204607
185,112.8,0.0,112.8,0.189729,0.0,0.189729,0.125333,0.0,0.125333,12.2132,0.0,12.2132,0.35669,0.0,0.35669,34.2404,0.0,0.189729,0.0,0.189729
186,218.347,0.0,218.347,0.0433975,0.0,0.0433975,0.0727823,0.0,0.0727823,7.81966,0.0,7.81966,0.157929,0.0,0.157929,49.5139,0.0,0.0433975,0.0,0.0433975
187,121.8,0.0,121.8,0.133799,0.0,0.133799,0.135333,0.0,0.135333,9.27556,0.0,9.27556,0.271613,0.0,0.271613,34.1499,0.0,0.133799,0.0,0.133799
188,32.4983,0.0,32.4983,0.203269,0.0,0.203269,0.0108328,0.0,0.0108328,5.50179,0.0,5.50179,0.110098,0.0,0.110098,49.9718,0.0,0.203269,0.0,0.203269
189,66.9044,23.4,90.3044,0.139539,0.138428,0.139539,0.0743382,0.026,0.0743382,5.39122,1.8856,7.27682,0.155596,0.0539871,0.209583,34.6489,34.9268,0.139539,0.138428,0.139539
191,121.8,0.0,121.8,0.188924,0.0,0.188924,0.135333,0.0,0.135333,13.097,0.0,13.097,0.383516,0.0,0.383516,34.1499,0.0,0.188924,0.0,0.188924
192,121.8,0.0,121.8,0.186559,0.0,0.186559,0.135333,0.0,0.135333,12.9331,0.0,12.9331,0.378715,0.0,0.378715,34.1499,0.0,0.186559,0.0,0.186559
193,0.0,0.0,0.0,0.183559,0.0,0.183559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.183559,0.0,0.183559
194,0.0,0.6,0.6,0.206942,0.206943,0.206943,0.0,0.000666667,0.000666667,0.0,0.0724296,0.0724296,0.0,0.00206943,0.00206943,35.0,34.9997,0.206942,0.206943,0.206943
196,0.6,0.0,0.6,0.289053,0.0,0.289053,0.000666667,0.0,0.000666667,0.101168,0.0,0.101168,0.00289053,0.0,0.00289053,34.9997,0.0,0.289053,0.0,0.289053
197,24.6,812.039,836.639,0.229771,0.327493,0.327493,0.0273333,0.902266,0.902266,3.28978,108.5948,111.8846,0.0942062,4.43228,4.52649,34.9211,24.5009,0.229771,0.327493,0.327493
199,795.1034,23.4,818.5034,0.123376,0.0873628,0.123376,0.883448,0.026,0.883448,40.435,1.19001,41.625,1.63494,0.0340715,1.66901,24.7317,34.9268,0.123376,0.0873628,0.123376
201,0.0,1.2,1.2,0.282281,0.282288,0.282288,0.0,0.00133333,0.00133333,0.0,0.197597,0.197597,0.0,0.00564576,0.00564576,35.0,34.9991,0.282281,0.282288,0.282288
203,23.4,66.9044,90.3044,0.14034,0.141466,0.141466,0.026,0.0743382,0.0743382,1.91164,5.46568,7.37732,0.0547328,0.157745,0.212478,34.9268,34.6489,0.14034,0.141466,0.141466
205,16.9356,0.0,16.9356,0.2705,0.270151,0.2705,0.0188173,0.0,0.0188173,2.66884,0.0,2.66884,0.076351,0.0,0.076351,34.9549,35.0,0.2705,0.270151,0.2705
207,795.1034,23.4,818.5034,0.0322662,0.0228478,0.0322662,0.883448,0.026,0.883448,10.5749,0.31122,10.8861,0.427583,0.00891064,0.436494,24.7317,34.9268,0.0322662,0.0228478,0.0322662
209,23.4,795.1034,818.5034,0.103549,0.146234,0.146234,0.026,0.883448,0.883448,1.41048,47.9264,49.3369,0.040384,1.93785,1.97824,34.9268,24.7317,0.103549,0.146234,0.146234
211,0.0,7.2,7.2,0.142339,0.14239,0.14239,0.0,0.008,0.008,0.0,0.597823,0.597823,0.0,0.0170868,0.0170868,35.0,34.9875,0.142339,0.14239,0.14239
213,0.0,0.0,0.0,0.226191,0.226191,0.226191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.226191,0.226191,0.226191
215,7.2,0.0,7.2,0.0940725,0.0940389,0.0940725,0.008,0.0,0.008,0.394963,0.0,0.394963,0.0112887,0.0,0.0112887,34.9875,35.0,0.0940725,0.0940389,0.0940725
217,0.0,7.2,7.2,0.0231754,0.0231837,0.0231837,0.0,0.008,0.008,0.0,0.0973368,0.0973368,0.0,0.00278205,0.00278205,35.0,34.9875,0.0231754,0.0231837,0.0231837
219,7.2,0.0,7.2,0.0674556,0.0674314,0.0674556,0.008,0.0,0.008,0.283212,0.0,0.283212,0.00809467,0.0,0.00809467,34.9875,35.0,0.0674556,0.0674314,0.0674556
221,0.0,0.0,0.0,0.0775131,0.0775131,0.0775131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0775131,0.0775131,0.0775131
223,7.2,0.0,7.2,0.531974,0.531783,0.531974,0.008,0.0,0.008,2.23349,0.0,2.23349,0.0638368,0.0,0.0638368,34.9875,35.0,0.531974,0.531783,0.531974
225,0.0,0.0,0.0,0.182604,0.182604,0.182604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.182604,0.182604,0.182604
227,0.0,0.0,0.0,0.172495,0.172495,0.172495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.172495,0.172495,0.172495
229,0.0,0.0,0.0,0.0243394,0.0243394,0.0243394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0243394,0.0243394,0.0243394
